TransactionID,Date,StoreLocation,ProductCategory,Quantity,UnitValue,TotalRevenue,DeliveryDelayDays,CustomerRating,SentimentLabel
TXN-137708,2025-10-14,Brisbane Queen St,Bracelets,1,2393.65,2393.65,0,4,Positive
TXN-137709,2025-10-14,Brisbane Queen St,Earrings,1,308.27,308.27,0,4,Positive
TXN-137710,2025-10-14,Online Flagship,Necklaces & Pendants,1,4370.97,4370.97,3,5,Positive
TXN-137711,2025-10-14,Melbourne Chadstone,Necklaces & Pendants,3,2330.53,6991.59,0,5,Positive
TXN-137712,2025-10-14,Brisbane Queen St,Earrings,1,1789.45,1789.45,0,4,Positive
TXN-137713,2025-10-15,Sydney CBD,Bracelets,1,2522.97,2522.97,0,4,Positive
TXN-137714,2025-10-15,Perth Hay St,Necklaces & Pendants,1,2520.26,2520.26,0,4,Positive
TXN-137715,2025-10-15,Sydney CBD,Engagement Rings,1,7893.2,7893.2,8,4,Positive
TXN-137716,2025-10-15,Brisbane Queen St,Necklaces & Pendants,1,1251.99,1251.99,0,4,Positive
TXN-137717,2025-10-15,Sydney CBD,Earrings,1,1863.85,1863.85,0,4,Positive
TXN-137718,2025-10-15,Sydney CBD,Necklaces & Pendants,1,2582.54,2582.54,0,5,Positive
TXN-137719,2025-10-15,Brisbane Queen St,Earrings,1,521.18,521.18,0,4,Positive
TXN-137720,2025-10-15,Melbourne Chadstone,Necklaces & Pendants,1,2879.41,2879.41,0,4,Positive
TXN-137721,2025-10-15,Melbourne Chadstone,Bracelets,1,1623.21,1623.21,0,3,Neutral
TXN-137722,2025-10-15,Sydney CBD,Necklaces & Pendants,2,4106.34,8212.68,0,5,Positive
TXN-137723,2025-10-15,Online Flagship,Necklaces & Pendants,1,1697.66,1697.66,6,1,Negative
TXN-137724,2025-10-15,Sydney CBD,Engagement Rings,1,30170.84,30170.84,18,5,Positive
TXN-137725,2025-10-15,Online Flagship,Bracelets,1,2583.37,2583.37,4,4,Positive
TXN-137726,2025-10-15,Online Flagship,Necklaces & Pendants,2,505.81,1011.62,4,4,Positive
TXN-137727,2025-10-15,Sydney CBD,Earrings,1,378.33,378.33,0,5,Positive
TXN-137728,2025-10-15,Brisbane Queen St,Engagement Rings,1,22126.36,22126.36,9,5,Positive
TXN-137729,2025-10-15,Online Flagship,Bracelets,1,739.84,739.84,3,5,Positive
TXN-137730,2025-10-15,Perth Hay St,Bracelets,1,1719.05,1719.05,0,4,Positive
TXN-137731,2025-10-15,Sydney CBD,Necklaces & Pendants,2,3040.92,6081.84,0,4,Positive
TXN-137732,2025-10-15,Brisbane Queen St,Necklaces & Pendants,1,629.47,629.47,0,5,Positive
TXN-137733,2025-10-15,Brisbane Queen St,Earrings,1,1196.18,1196.18,0,4,Positive
TXN-137734,2025-10-15,Online Flagship,Bracelets,1,2234.81,2234.81,2,4,Positive
TXN-137735,2025-10-15,Online Flagship,Earrings,1,683.7,683.7,3,4,Positive
TXN-137736,2025-10-15,Sydney CBD,Engagement Rings,3,29963.5,89890.5,11,4,Positive
TXN-137737,2025-10-15,Melbourne Chadstone,Earrings,1,1763.81,1763.81,0,5,Positive
TXN-137738,2025-10-15,Melbourne Chadstone,Necklaces & Pendants,1,1163.5,1163.5,0,4,Positive
TXN-137739,2025-10-15,Online Flagship,Earrings,3,2429.27,7287.8099999999995,4,5,Positive
TXN-137740,2025-10-15,Brisbane Queen St,Necklaces & Pendants,2,2537.41,5074.82,0,5,Positive
TXN-137741,2025-10-15,Online Flagship,Bracelets,1,639.22,639.22,2,4,Positive
TXN-137742,2025-10-15,Melbourne Chadstone,Bracelets,1,1262.73,1262.73,0,4,Positive
TXN-137743,2025-10-15,Online Flagship,Necklaces & Pendants,1,2730.82,2730.82,1,4,Positive
TXN-137744,2025-10-15,Melbourne Chadstone,Necklaces & Pendants,1,1444.22,1444.22,0,3,Neutral
TXN-137745,2025-10-15,Online Flagship,Necklaces & Pendants,1,2883.88,2883.88,0,5,Positive
TXN-137746,2025-10-15,Brisbane Queen St,Engagement Rings,2,25092.72,50185.44,9,4,Positive
TXN-137747,2025-10-15,Online Flagship,Earrings,1,684.02,684.02,4,4,Positive
TXN-137748,2025-10-15,Melbourne Chadstone,Earrings,1,986.93,986.93,0,4,Positive
TXN-137749,2025-10-15,Perth Hay St,Necklaces & Pendants,3,1722.33,5166.99,0,5,Positive
TXN-137750,2025-10-15,Melbourne Chadstone,Earrings,1,415.01,415.01,0,5,Positive
TXN-137751,2025-10-15,Sydney CBD,Engagement Rings,1,37276.72,37276.72,10,5,Positive
TXN-137752,2025-10-16,Melbourne Chadstone,Bracelets,1,1552.58,1552.58,0,5,Positive
TXN-137753,2025-10-16,Brisbane Queen St,Engagement Rings,1,22313.42,22313.42,7,3,Neutral
TXN-137754,2025-10-16,Sydney CBD,Necklaces & Pendants,1,1311.04,1311.04,0,4,Positive
TXN-137755,2025-10-16,Sydney CBD,Bracelets,3,545.5,1636.5,0,5,Positive
TXN-137756,2025-10-16,Brisbane Queen St,Necklaces & Pendants,2,2948.6,5897.2,0,5,Positive
TXN-137757,2025-10-16,Melbourne Chadstone,Bracelets,1,2376.46,2376.46,0,4,Positive
TXN-137758,2025-10-16,Melbourne Chadstone,Luxury Watches,2,16749.43,33498.86,0,5,Positive
TXN-137759,2025-10-16,Brisbane Queen St,Engagement Rings,1,21322.29,21322.29,15,3,Neutral
TXN-137760,2025-10-16,Sydney CBD,Luxury Watches,1,23152.36,23152.36,0,4,Positive
TXN-137761,2025-10-16,Sydney CBD,Bracelets,2,1640.67,3281.34,0,5,Positive
TXN-137762,2025-10-16,Online Flagship,Engagement Rings,1,10054.2,10054.2,5,5,Positive
TXN-137763,2025-10-16,Sydney CBD,Earrings,2,540.66,1081.32,0,4,Positive
TXN-137764,2025-10-16,Perth Hay St,Necklaces & Pendants,1,3719.39,3719.39,0,4,Positive
TXN-137765,2025-10-16,Melbourne Chadstone,Bracelets,1,2906.33,2906.33,0,5,Positive
TXN-137766,2025-10-16,Online Flagship,Necklaces & Pendants,1,2650.04,2650.04,2,5,Positive
TXN-137767,2025-10-16,Sydney CBD,Engagement Rings,1,19787.37,19787.37,10,4,Positive
TXN-137768,2025-10-16,Online Flagship,Earrings,1,2469.03,2469.03,1,4,Positive
TXN-137769,2025-10-16,Brisbane Queen St,Earrings,1,651.62,651.62,0,5,Positive
TXN-137770,2025-10-16,Sydney CBD,Necklaces & Pendants,1,3436.96,3436.96,0,4,Positive
TXN-137771,2025-10-16,Melbourne Chadstone,Necklaces & Pendants,1,643.63,643.63,0,5,Positive
TXN-137772,2025-10-16,Melbourne Chadstone,Bracelets,1,982.15,982.15,0,5,Positive
TXN-137773,2025-10-16,Melbourne Chadstone,Luxury Watches,1,5361.87,5361.87,0,5,Positive
TXN-137774,2025-10-16,Melbourne Chadstone,Luxury Watches,1,15621.8,15621.8,0,4,Positive
TXN-137775,2025-10-16,Online Flagship,Engagement Rings,1,16634.91,16634.91,3,5,Positive
TXN-137776,2025-10-16,Melbourne Chadstone,Engagement Rings,1,15083.0,15083.0,12,4,Positive
TXN-137777,2025-10-16,Melbourne Chadstone,Bracelets,1,1714.2,1714.2,0,5,Positive
TXN-137778,2025-10-16,Online Flagship,Earrings,1,749.79,749.79,5,5,Positive
TXN-137779,2025-10-16,Online Flagship,Luxury Watches,1,16592.13,16592.13,2,5,Positive
TXN-137780,2025-10-16,Sydney CBD,Earrings,1,919.4,919.4,0,3,Neutral
TXN-137781,2025-10-16,Online Flagship,Earrings,1,2348.31,2348.31,4,4,Positive
TXN-137782,2025-10-16,Brisbane Queen St,Necklaces & Pendants,1,3077.07,3077.07,0,5,Positive
TXN-137783,2025-10-16,Sydney CBD,Engagement Rings,1,29394.24,29394.24,9,5,Positive
TXN-137784,2025-10-16,Melbourne Chadstone,Earrings,3,1509.26,4527.78,0,5,Positive
TXN-137785,2025-10-16,Sydney CBD,Bracelets,1,1254.11,1254.11,0,5,Positive
TXN-137786,2025-10-16,Melbourne Chadstone,Necklaces & Pendants,1,4033.99,4033.99,0,4,Positive
TXN-137787,2025-10-16,Melbourne Chadstone,Necklaces & Pendants,1,774.44,774.44,0,5,Positive
TXN-137788,2025-10-16,Melbourne Chadstone,Bracelets,1,2018.91,2018.91,0,5,Positive
TXN-137789,2025-10-16,Brisbane Queen St,Luxury Watches,1,6294.25,6294.25,0,4,Positive
TXN-137790,2025-10-16,Online Flagship,Luxury Watches,1,6228.81,6228.81,2,5,Positive
TXN-137791,2025-10-16,Perth Hay St,Earrings,1,582.53,582.53,0,4,Positive
TXN-137792,2025-10-16,Perth Hay St,Earrings,1,1653.19,1653.19,0,5,Positive
TXN-137793,2025-10-16,Online Flagship,Bracelets,1,2871.76,2871.76,1,4,Positive
TXN-137794,2025-10-16,Online Flagship,Necklaces & Pendants,1,2720.06,2720.06,4,5,Positive
TXN-137795,2025-10-16,Online Flagship,Luxury Watches,1,14395.12,14395.12,3,3,Neutral
TXN-137796,2025-10-16,Sydney CBD,Necklaces & Pendants,1,3909.13,3909.13,0,5,Positive
TXN-137797,2025-10-16,Melbourne Chadstone,Necklaces & Pendants,1,699.34,699.34,0,5,Positive
TXN-137798,2025-10-16,Brisbane Queen St,Bracelets,1,2204.91,2204.91,0,5,Positive
TXN-137799,2025-10-16,Melbourne Chadstone,Bracelets,1,1819.72,1819.72,0,5,Positive
TXN-137800,2025-10-16,Sydney CBD,Necklaces & Pendants,1,3636.44,3636.44,0,5,Positive
TXN-137801,2025-10-16,Melbourne Chadstone,Necklaces & Pendants,2,3460.44,6920.88,0,5,Positive
TXN-137802,2025-10-16,Online Flagship,Necklaces & Pendants,1,726.81,726.81,3,4,Positive
TXN-137803,2025-10-16,Melbourne Chadstone,Earrings,2,1985.23,3970.46,0,4,Positive
TXN-137804,2025-10-16,Melbourne Chadstone,Earrings,1,516.65,516.65,0,5,Positive
TXN-137805,2025-10-17,Sydney CBD,Necklaces & Pendants,1,3893.9,3893.9,0,5,Positive
TXN-137806,2025-10-17,Online Flagship,Earrings,1,2151.12,2151.12,2,5,Positive
TXN-137807,2025-10-17,Melbourne Chadstone,Bracelets,1,2172.46,2172.46,0,5,Positive
TXN-137808,2025-10-17,Sydney CBD,Earrings,1,1177.13,1177.13,0,5,Positive
TXN-137809,2025-10-17,Online Flagship,Luxury Watches,1,8010.19,8010.19,3,4,Positive
TXN-137810,2025-10-17,Online Flagship,Earrings,1,1844.09,1844.09,5,4,Positive
TXN-137811,2025-10-17,Online Flagship,Bracelets,1,2910.32,2910.32,2,4,Positive
TXN-137812,2025-10-17,Online Flagship,Earrings,3,2263.73,6791.1900000000005,4,5,Positive
TXN-137813,2025-10-17,Melbourne Chadstone,Luxury Watches,1,9591.63,9591.63,0,4,Positive
TXN-137814,2025-10-17,Online Flagship,Engagement Rings,1,17047.18,17047.18,5,3,Neutral
TXN-137815,2025-10-17,Sydney CBD,Necklaces & Pendants,1,3612.08,3612.08,0,4,Positive
TXN-137816,2025-10-17,Perth Hay St,Necklaces & Pendants,1,1293.82,1293.82,0,5,Positive
TXN-137817,2025-10-17,Sydney CBD,Bracelets,1,1365.76,1365.76,0,5,Positive
TXN-137818,2025-10-17,Sydney CBD,Earrings,1,1333.41,1333.41,0,5,Positive
TXN-137819,2025-10-17,Melbourne Chadstone,Necklaces & Pendants,1,799.01,799.01,0,3,Neutral
TXN-137820,2025-10-17,Sydney CBD,Earrings,1,1708.67,1708.67,0,4,Positive
TXN-137821,2025-10-17,Brisbane Queen St,Engagement Rings,3,33453.68,100361.04000000001,20,4,Positive
TXN-137822,2025-10-17,Brisbane Queen St,Luxury Watches,1,20981.72,20981.72,0,4,Positive
TXN-137823,2025-10-17,Perth Hay St,Earrings,1,1394.47,1394.47,0,4,Positive
TXN-137824,2025-10-17,Sydney CBD,Necklaces & Pendants,1,3716.42,3716.42,0,4,Positive
TXN-137825,2025-10-17,Sydney CBD,Engagement Rings,1,38170.04,38170.04,12,4,Positive
TXN-137826,2025-10-17,Perth Hay St,Necklaces & Pendants,1,2086.61,2086.61,0,5,Positive
TXN-137827,2025-10-17,Perth Hay St,Earrings,3,332.17,996.51,0,5,Positive
TXN-137828,2025-10-17,Sydney CBD,Earrings,1,1886.72,1886.72,0,5,Positive
TXN-137829,2025-10-17,Brisbane Queen St,Necklaces & Pendants,1,4372.79,4372.79,0,5,Positive
TXN-137830,2025-10-17,Online Flagship,Necklaces & Pendants,3,789.44,2368.32,3,5,Positive
TXN-137831,2025-10-17,Sydney CBD,Earrings,1,1495.38,1495.38,0,4,Positive
TXN-137832,2025-10-17,Melbourne Chadstone,Engagement Rings,1,23453.64,23453.64,6,5,Positive
TXN-137833,2025-10-17,Melbourne Chadstone,Luxury Watches,1,6785.49,6785.49,0,5,Positive
TXN-137834,2025-10-17,Online Flagship,Necklaces & Pendants,1,1432.7,1432.7,3,4,Positive
TXN-137835,2025-10-17,Sydney CBD,Necklaces & Pendants,1,1426.87,1426.87,0,5,Positive
TXN-137836,2025-10-17,Melbourne Chadstone,Necklaces & Pendants,1,3683.11,3683.11,0,4,Positive
TXN-137837,2025-10-17,Online Flagship,Earrings,1,819.35,819.35,1,5,Positive
TXN-137838,2025-10-17,Melbourne Chadstone,Necklaces & Pendants,1,1728.81,1728.81,0,5,Positive
TXN-137839,2025-10-17,Brisbane Queen St,Earrings,1,1178.75,1178.75,0,3,Neutral
TXN-137840,2025-10-17,Sydney CBD,Earrings,3,408.41,1225.23,0,3,Neutral
TXN-137841,2025-10-17,Online Flagship,Necklaces & Pendants,1,2342.39,2342.39,2,4,Positive
TXN-137842,2025-10-17,Online Flagship,Luxury Watches,1,23476.13,23476.13,3,5,Positive
TXN-137843,2025-10-17,Perth Hay St,Earrings,1,1009.53,1009.53,0,5,Positive
TXN-137844,2025-10-17,Sydney CBD,Luxury Watches,1,9175.6,9175.6,0,5,Positive
TXN-137845,2025-10-17,Sydney CBD,Necklaces & Pendants,1,3653.41,3653.41,0,4,Positive
TXN-137846,2025-10-17,Brisbane Queen St,Earrings,1,958.92,958.92,0,5,Positive
TXN-137847,2025-10-17,Melbourne Chadstone,Luxury Watches,1,11381.78,11381.78,0,4,Positive
TXN-137848,2025-10-17,Perth Hay St,Necklaces & Pendants,1,3949.11,3949.11,0,5,Positive
TXN-137849,2025-10-17,Brisbane Queen St,Engagement Rings,1,18083.78,18083.78,12,4,Positive
TXN-137850,2025-10-17,Online Flagship,Necklaces & Pendants,1,869.71,869.71,1,5,Positive
TXN-137851,2025-10-17,Melbourne Chadstone,Bracelets,1,2991.53,2991.53,0,5,Positive
TXN-137852,2025-10-17,Brisbane Queen St,Bracelets,1,667.53,667.53,0,5,Positive
TXN-137853,2025-10-17,Online Flagship,Bracelets,1,982.63,982.63,2,4,Positive
TXN-137854,2025-10-17,Brisbane Queen St,Earrings,1,1406.93,1406.93,0,4,Positive
TXN-137855,2025-10-17,Online Flagship,Necklaces & Pendants,1,1301.62,1301.62,1,5,Positive
TXN-137856,2025-10-17,Sydney CBD,Necklaces & Pendants,1,2875.65,2875.65,0,4,Positive
TXN-137857,2025-10-17,Online Flagship,Luxury Watches,1,10609.41,10609.41,1,5,Positive
TXN-137858,2025-10-17,Online Flagship,Engagement Rings,1,9041.21,9041.21,1,5,Positive
TXN-137859,2025-10-17,Melbourne Chadstone,Luxury Watches,1,6133.29,6133.29,0,4,Positive
TXN-137860,2025-10-17,Melbourne Chadstone,Necklaces & Pendants,1,2366.46,2366.46,0,5,Positive
TXN-137861,2025-10-17,Sydney CBD,Engagement Rings,1,24545.96,24545.96,15,5,Positive
TXN-137862,2025-10-17,Perth Hay St,Bracelets,3,620.25,1860.75,0,5,Positive
TXN-137863,2025-10-18,Brisbane Queen St,Earrings,1,1904.67,1904.67,0,5,Positive
TXN-137864,2025-10-18,Sydney CBD,Luxury Watches,1,15006.39,15006.39,0,5,Positive
TXN-137865,2025-10-18,Online Flagship,Necklaces & Pendants,1,2543.17,2543.17,3,5,Positive
TXN-137866,2025-10-18,Online Flagship,Necklaces & Pendants,1,859.71,859.71,2,3,Neutral
TXN-137867,2025-10-18,Online Flagship,Bracelets,1,2151.94,2151.94,5,4,Positive
TXN-137868,2025-10-18,Brisbane Queen St,Luxury Watches,1,10600.18,10600.18,0,5,Positive
TXN-137869,2025-10-18,Brisbane Queen St,Necklaces & Pendants,1,2990.72,2990.72,0,5,Positive
TXN-137870,2025-10-18,Online Flagship,Earrings,1,1875.31,1875.31,5,4,Positive
TXN-137871,2025-10-18,Melbourne Chadstone,Necklaces & Pendants,1,2531.09,2531.09,0,5,Positive
TXN-137872,2025-10-18,Perth Hay St,Necklaces & Pendants,1,3524.08,3524.08,0,5,Positive
TXN-137873,2025-10-18,Perth Hay St,Necklaces & Pendants,1,1589.92,1589.92,0,5,Positive
TXN-137874,2025-10-18,Melbourne Chadstone,Earrings,1,833.71,833.71,0,5,Positive
TXN-137875,2025-10-18,Sydney CBD,Luxury Watches,1,14927.33,14927.33,0,4,Positive
TXN-137876,2025-10-18,Sydney CBD,Bracelets,1,1814.57,1814.57,0,3,Neutral
TXN-137877,2025-10-18,Melbourne Chadstone,Engagement Rings,1,12152.34,12152.34,15,5,Positive
TXN-137878,2025-10-18,Brisbane Queen St,Necklaces & Pendants,1,3361.09,3361.09,0,5,Positive
TXN-137879,2025-10-18,Online Flagship,Necklaces & Pendants,1,2908.94,2908.94,2,4,Positive
TXN-137880,2025-10-18,Melbourne Chadstone,Necklaces & Pendants,1,2224.06,2224.06,0,4,Positive
TXN-137881,2025-10-18,Melbourne Chadstone,Luxury Watches,1,22362.84,22362.84,0,5,Positive
TXN-137882,2025-10-18,Brisbane Queen St,Earrings,3,1399.76,4199.28,0,4,Positive
TXN-137883,2025-10-18,Sydney CBD,Necklaces & Pendants,3,813.09,2439.27,0,5,Positive
TXN-137884,2025-10-18,Sydney CBD,Earrings,1,1371.66,1371.66,0,3,Neutral
TXN-137885,2025-10-18,Sydney CBD,Earrings,1,1504.7,1504.7,0,5,Positive
TXN-137886,2025-10-18,Melbourne Chadstone,Luxury Watches,1,15637.67,15637.67,0,4,Positive
TXN-137887,2025-10-18,Sydney CBD,Bracelets,1,463.91,463.91,0,5,Positive
TXN-137888,2025-10-18,Sydney CBD,Bracelets,1,1491.14,1491.14,0,5,Positive
TXN-137889,2025-10-18,Online Flagship,Bracelets,1,1554.76,1554.76,6,2,Negative
TXN-137890,2025-10-18,Sydney CBD,Necklaces & Pendants,1,4762.59,4762.59,0,4,Positive
TXN-137891,2025-10-18,Sydney CBD,Bracelets,1,2438.07,2438.07,0,5,Positive
TXN-137892,2025-10-18,Online Flagship,Earrings,1,1719.56,1719.56,5,5,Positive
TXN-137893,2025-10-18,Perth Hay St,Necklaces & Pendants,1,2243.95,2243.95,0,5,Positive
TXN-137894,2025-10-18,Sydney CBD,Earrings,1,535.13,535.13,0,4,Positive
TXN-137895,2025-10-18,Sydney CBD,Earrings,1,1495.88,1495.88,0,5,Positive
TXN-137896,2025-10-18,Perth Hay St,Engagement Rings,1,14578.48,14578.48,15,5,Positive
TXN-137897,2025-10-18,Brisbane Queen St,Bracelets,1,2252.62,2252.62,0,4,Positive
TXN-137898,2025-10-18,Sydney CBD,Necklaces & Pendants,1,3680.44,3680.44,0,5,Positive
TXN-137899,2025-10-18,Sydney CBD,Earrings,1,2225.7,2225.7,0,5,Positive
TXN-137900,2025-10-18,Online Flagship,Necklaces & Pendants,1,4498.03,4498.03,4,5,Positive
TXN-137901,2025-10-18,Brisbane Queen St,Luxury Watches,2,15568.03,31136.06,0,5,Positive
TXN-137902,2025-10-18,Melbourne Chadstone,Bracelets,3,2149.02,6447.0599999999995,0,4,Positive
TXN-137903,2025-10-18,Melbourne Chadstone,Earrings,1,1087.85,1087.85,0,3,Neutral
TXN-137904,2025-10-18,Sydney CBD,Bracelets,1,570.53,570.53,0,5,Positive
TXN-137905,2025-10-18,Melbourne Chadstone,Necklaces & Pendants,1,4398.28,4398.28,0,5,Positive
TXN-137906,2025-10-18,Online Flagship,Earrings,1,523.74,523.74,4,5,Positive
TXN-137907,2025-10-18,Sydney CBD,Earrings,1,986.91,986.91,0,5,Positive
TXN-137908,2025-10-18,Online Flagship,Necklaces & Pendants,1,1478.92,1478.92,3,5,Positive
TXN-137909,2025-10-18,Sydney CBD,Engagement Rings,2,17122.36,34244.72,16,4,Positive
TXN-137910,2025-10-18,Melbourne Chadstone,Bracelets,1,2349.38,2349.38,0,5,Positive
TXN-137911,2025-10-18,Sydney CBD,Luxury Watches,1,25185.58,25185.58,0,4,Positive
TXN-137912,2025-10-18,Brisbane Queen St,Bracelets,1,1402.89,1402.89,0,4,Positive
TXN-137913,2025-10-18,Brisbane Queen St,Earrings,3,602.25,1806.75,0,4,Positive
TXN-137914,2025-10-18,Perth Hay St,Earrings,1,351.4,351.4,0,4,Positive
TXN-137915,2025-10-18,Brisbane Queen St,Luxury Watches,2,3960.07,7920.14,0,5,Positive
TXN-137916,2025-10-18,Melbourne Chadstone,Necklaces & Pendants,2,2900.77,5801.54,0,4,Positive
TXN-137917,2025-10-18,Online Flagship,Necklaces & Pendants,1,1823.46,1823.46,3,5,Positive
TXN-137918,2025-10-18,Sydney CBD,Luxury Watches,1,8565.34,8565.34,0,5,Positive
TXN-137919,2025-10-18,Brisbane Queen St,Earrings,1,798.06,798.06,0,4,Positive
TXN-137920,2025-10-18,Sydney CBD,Engagement Rings,1,5562.88,5562.88,11,5,Positive
TXN-137921,2025-10-18,Melbourne Chadstone,Necklaces & Pendants,1,1316.07,1316.07,0,4,Positive
TXN-137922,2025-10-18,Online Flagship,Necklaces & Pendants,1,1144.07,1144.07,4,5,Positive
TXN-137923,2025-10-18,Sydney CBD,Bracelets,1,2339.74,2339.74,0,4,Positive
TXN-137924,2025-10-18,Online Flagship,Bracelets,1,1951.09,1951.09,2,5,Positive
TXN-137925,2025-10-18,Online Flagship,Necklaces & Pendants,1,4024.75,4024.75,5,4,Positive
TXN-137926,2025-10-18,Melbourne Chadstone,Bracelets,1,751.66,751.66,0,5,Positive
TXN-137927,2025-10-18,Sydney CBD,Earrings,3,2719.58,8158.74,0,5,Positive
TXN-137928,2025-10-18,Online Flagship,Engagement Rings,1,14278.01,14278.01,3,4,Positive
TXN-137929,2025-10-18,Online Flagship,Bracelets,1,1652.66,1652.66,3,4,Positive
TXN-137930,2025-10-19,Sydney CBD,Earrings,1,1514.61,1514.61,0,5,Positive
TXN-137931,2025-10-19,Online Flagship,Earrings,1,1425.02,1425.02,2,4,Positive
TXN-137932,2025-10-19,Online Flagship,Earrings,1,1619.74,1619.74,3,4,Positive
TXN-137933,2025-10-19,Brisbane Queen St,Luxury Watches,2,7191.1,14382.2,0,5,Positive
TXN-137934,2025-10-19,Online Flagship,Engagement Rings,3,5954.63,17863.89,1,5,Positive
TXN-137935,2025-10-19,Melbourne Chadstone,Luxury Watches,1,21401.7,21401.7,0,4,Positive
TXN-137936,2025-10-19,Brisbane Queen St,Earrings,1,1793.71,1793.71,0,3,Neutral
TXN-137937,2025-10-19,Melbourne Chadstone,Earrings,1,1341.98,1341.98,0,4,Positive
TXN-137938,2025-10-19,Sydney CBD,Necklaces & Pendants,1,1368.03,1368.03,0,5,Positive
TXN-137939,2025-10-19,Online Flagship,Luxury Watches,2,18107.66,36215.32,4,4,Positive
TXN-137940,2025-10-19,Sydney CBD,Earrings,1,2416.3,2416.3,0,4,Positive
TXN-137941,2025-10-19,Brisbane Queen St,Necklaces & Pendants,1,859.27,859.27,0,5,Positive
TXN-137942,2025-10-19,Online Flagship,Earrings,1,607.65,607.65,6,2,Negative
TXN-137943,2025-10-19,Sydney CBD,Engagement Rings,2,8748.19,17496.38,12,4,Positive
TXN-137944,2025-10-19,Melbourne Chadstone,Necklaces & Pendants,1,2706.35,2706.35,0,4,Positive
TXN-137945,2025-10-19,Brisbane Queen St,Engagement Rings,1,26021.24,26021.24,9,5,Positive
TXN-137946,2025-10-19,Sydney CBD,Earrings,3,2334.43,7003.289999999999,0,4,Positive
TXN-137947,2025-10-19,Online Flagship,Luxury Watches,1,5068.7,5068.7,4,4,Positive
TXN-137948,2025-10-19,Melbourne Chadstone,Luxury Watches,1,21557.05,21557.05,0,4,Positive
TXN-137949,2025-10-19,Brisbane Queen St,Bracelets,1,2524.35,2524.35,0,5,Positive
TXN-137950,2025-10-19,Sydney CBD,Engagement Rings,1,23392.96,23392.96,16,5,Positive
TXN-137951,2025-10-19,Sydney CBD,Luxury Watches,1,21021.85,21021.85,0,4,Positive
TXN-137952,2025-10-19,Sydney CBD,Luxury Watches,1,13401.19,13401.19,0,4,Positive
TXN-137953,2025-10-19,Sydney CBD,Bracelets,1,578.27,578.27,0,5,Positive
TXN-137954,2025-10-19,Brisbane Queen St,Earrings,1,1896.43,1896.43,0,4,Positive
TXN-137955,2025-10-19,Brisbane Queen St,Bracelets,1,1115.66,1115.66,0,3,Neutral
TXN-137956,2025-10-19,Sydney CBD,Earrings,2,575.37,1150.74,0,5,Positive
TXN-137957,2025-10-19,Sydney CBD,Luxury Watches,1,6551.83,6551.83,0,5,Positive
TXN-137958,2025-10-19,Brisbane Queen St,Luxury Watches,3,15570.56,46711.68,0,4,Positive
TXN-137959,2025-10-19,Online Flagship,Earrings,1,1163.64,1163.64,4,4,Positive
TXN-137960,2025-10-19,Perth Hay St,Bracelets,1,1380.45,1380.45,0,3,Neutral
TXN-137961,2025-10-19,Sydney CBD,Bracelets,3,907.96,2723.88,0,5,Positive
TXN-137962,2025-10-19,Online Flagship,Earrings,1,877.26,877.26,4,5,Positive
TXN-137963,2025-10-19,Online Flagship,Earrings,1,932.14,932.14,5,5,Positive
TXN-137964,2025-10-19,Melbourne Chadstone,Earrings,1,2208.78,2208.78,0,5,Positive
TXN-137965,2025-10-19,Perth Hay St,Earrings,1,1839.41,1839.41,0,3,Neutral
TXN-137966,2025-10-19,Brisbane Queen St,Luxury Watches,1,10486.26,10486.26,0,3,Neutral
TXN-137967,2025-10-19,Online Flagship,Necklaces & Pendants,1,2663.01,2663.01,2,4,Positive
TXN-137968,2025-10-19,Brisbane Queen St,Necklaces & Pendants,1,1324.93,1324.93,0,5,Positive
TXN-137969,2025-10-19,Online Flagship,Earrings,1,1832.81,1832.81,1,4,Positive
TXN-137970,2025-10-19,Sydney CBD,Necklaces & Pendants,1,3376.58,3376.58,0,5,Positive
TXN-137971,2025-10-19,Melbourne Chadstone,Necklaces & Pendants,1,3046.7,3046.7,0,5,Positive
TXN-137972,2025-10-19,Online Flagship,Earrings,1,1205.07,1205.07,1,4,Positive
TXN-137973,2025-10-19,Online Flagship,Necklaces & Pendants,1,2382.7,2382.7,1,5,Positive
TXN-137974,2025-10-19,Online Flagship,Engagement Rings,1,6699.89,6699.89,3,4,Positive
TXN-137975,2025-10-19,Online Flagship,Bracelets,1,1181.11,1181.11,5,5,Positive
TXN-137976,2025-10-19,Online Flagship,Bracelets,1,2223.64,2223.64,2,4,Positive
TXN-137977,2025-10-19,Perth Hay St,Engagement Rings,1,31944.31,31944.31,10,5,Positive
TXN-137978,2025-10-19,Brisbane Queen St,Necklaces & Pendants,1,1606.33,1606.33,0,5,Positive
TXN-137979,2025-10-19,Brisbane Queen St,Earrings,1,2212.14,2212.14,0,5,Positive
TXN-137980,2025-10-19,Melbourne Chadstone,Earrings,1,385.32,385.32,0,4,Positive
TXN-137981,2025-10-19,Perth Hay St,Necklaces & Pendants,1,3510.01,3510.01,0,3,Neutral
TXN-137982,2025-10-20,Melbourne Chadstone,Bracelets,1,1983.75,1983.75,0,5,Positive
TXN-137983,2025-10-20,Sydney CBD,Earrings,1,2180.28,2180.28,0,4,Positive
TXN-137984,2025-10-20,Sydney CBD,Luxury Watches,1,26123.82,26123.82,0,3,Neutral
